#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:EZH2_protein_species_megaalign" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:EZH2_protein_species_megaalign" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:EZH2_protein_species_megaalign">
#                <taxonset id="TaxonSet.EZH2_protein_species_megaalign" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:EZH2_protein_species_megaalign" name="distribution" x="@birthRate.t:EZH2_protein_species_megaalign">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:EZH2_protein_species_megaalign" name="distribution">
#            <parameter id="gammaShape.s:EZH2_protein_species_megaalign" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="ucldStdevPrior.c:EZH2_protein_species_megaalign" name="distribution">
#            <parameter id="ucldStdev.c:EZH2_protein_species_megaalign" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@EZH2_protein_species_megaalign" id="treeLikelihood.EZH2_protein_species_megaalign" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:EZH2_protein_species_megaalign">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:EZH2_protein_species_megaalign" shape="@gammaShape.s:EZH2_protein_species_megaalign" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:EZH2_protein_species_megaalign" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:EZH2_protein_species_megaalign" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:EZH2_protein_species_megaalign" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:EZH2_protein_species_megaalign" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:EZH2_protein_species_megaalign">
#                <LogNormal S="@ucldStdev.c:EZH2_protein_species_megaalign" id="LogNormalDistributionModel.c:EZH2_protein_species_megaalign" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="48" id="rateCategories.c:EZH2_protein_species_megaalign" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:EZH2_protein_species_megaalign" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	gammaShape	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
502000	-16788.19173415881	-16785.27963560307	-2.9120985557384107	-16785.27963560307	1.1683264485655322	1.0	0.5280941202843152	1.231200603949494	1.8499758555566996	3.774179893360975	1.2357304460310563	0.9145336244029361	2.1440559060877638
503000	-16785.770337528822	-16782.79019491039	-2.9801426184307345	-16782.79019491039	1.30924643522509	1.0	0.5280941202843152	1.242192103947757	1.8906272424730817	3.9412201685939765	1.3455726145456803	0.8793626226205609	2.419799195412013
504000	-16787.63880232021	-16781.945273594465	-5.693528725742542	-16781.945273594465	1.5675522648851632	1.0	0.5613488532579253	1.2128495179694192	1.693610337572768	3.677289274594973	1.3052840014260172	-1.8886078162816586	3.128257235943531
505000	-16786.756869601082	-16780.224025960164	-6.53284364091747	-16780.224025960164	1.5902069808020287	1.0	0.5613488532579253	1.1669982371110463	1.5252426333666922	3.331954536973353	1.3186528106486175	-2.8657264592079734	3.6755238071564147
506000	-16782.435299938978	-16782.32076163788	-0.11453830109913943	-16782.32076163788	1.0875786337797317	1.0	0.5613488532579253	1.1826488328851368	1.9433240909519844	3.4331657606632437	1.2730847105729162	3.5996931360283444	2.8823613602783955
507000	-16790.963779619902	-16790.449381065166	-0.5143985547365504	-16790.449381065166	1.0494704150429448	1.0	0.5613488532579253	1.210697549950048	1.9955798688509419	4.459716099629083	1.3973804461930746	3.2840698387370475	3.575269262413801
508000	-16787.155486341853	-16787.650601189383	0.49511484752865886	-16787.650601189383	1.059577994291345	1.0	0.5613488532579253	1.2315604682902996	1.9076769517694578	4.625574019093692	1.3858645652649835	4.356078609992654	3.534781061703903
509000	-16782.971182092388	-16780.998283151843	-1.9728989405436939	-16780.998283151843	1.1576094507220303	1.0	0.5613488532579253	1.198409285820423	1.8858830016437762	3.4431354268892065	1.3346654656158492	1.788695982928859	2.8219005677122024
510000	-16783.599510852353	-16781.071189775354	-2.528321077000901	-16781.071189775354	1.1762454595929062	1.0	0.5613488532579253	1.1630309629031017	1.8259642382091463	3.27135965121489	1.394169272833833	1.1268400293038443	2.9470299719178557
511000	-16782.956905282706	-16779.71224228366	-3.2446629990489786	-16779.71224228366	1.1197815659533756	1.0	0.5613488532579253	1.1031242324263026	1.9100288429040926	2.8311006477635576	1.3232491763554517	0.22928574776855015	2.1232946256738523
512000	-16782.327150103458	-16785.472498412637	3.1453483091807577	-16785.472498412637	0.8663931382125967	1.0	0.5613488532579253	1.0928681626246948	2.0540458611367733	3.1407166739970718	1.2172059567485372	6.588141178969391	3.3175791757026856
513000	-16790.66736378331	-16789.878155117003	-0.7892086663056901	-16789.878155117003	1.0844119000695527	1.0	0.5613488532579253	1.0966995412228713	1.944822845173953	3.230290844015223	1.2600906119802702	2.665227864871847	3.003479190753267
514000	-16785.175135596422	-16783.67249843103	-1.5026371653894675	-16783.67249843103	1.0924339006037935	1.0	0.5613488532579253	1.010054646302761	1.9929597576252684	2.587819734044772	1.1726249117047531	1.687029580340086	2.7449308240706367
515000	-16786.60112088951	-16785.129781595217	-1.4713392942927142	-16785.129781595217	1.1232249348987153	1.0	0.5613488532579253	1.0405502817882157	1.9028249008863403	2.8374695046211085	1.249357105480514	1.8118745774327092	2.85876668681259
516000	-16785.26479069591	-16783.93894036056	-1.3258503353499291	-16783.93894036056	1.002947933286265	1.0	0.5613488532579253	0.9909297874475663	1.8574218477026083	2.5649556218536507	1.277777997496129	1.8049372042342924	3.30361861942853
517000	-16789.399649542247	-16789.24952037011	-0.15012917213646837	-16789.24952037011	0.9888206309652697	1.0	0.5613488532579253	1.0428059847945867	1.8379004637651728	3.4738152814024863	1.3596766771253141	3.139988201545023	3.2688990101713706
518000	-16797.909411956574	-16792.54712843971	-5.362283516863449	-16792.54712843971	1.2800513900111092	1.0	0.5613488532579253	1.1029250182895431	1.7394185446316544	4.066464908107862	1.4351637374943265	-1.888939561109833	3.1151241660088775
519000	-16790.944628583427	-16787.45798806055	-3.4866405228785102	-16787.45798806055	1.2575248888647963	1.0	0.5613488532579253	1.0754778964283105	1.6964417415969346	3.7530037319302876	1.407168284461137	-0.09676886050103306	2.4069216253556704
520000	-16794.511321970567	-16785.84646940453	-8.66485256603853	-16785.84646940453	1.655003801246108	1.0	0.5787446808938433	1.0499611778334956	1.5491677995547148	3.0007694750192733	1.3903740032120016	-5.335455351042538	2.1276827474305495
521000	-16792.34292305753	-16789.299274418554	-3.0436486389781106	-16789.299274418554	1.1995537555474385	1.0	0.5787446808938433	1.0276902285456544	1.6159435672761215	2.8144757949763948	1.326835915176856	0.21756169473843467	3.127682358737008
522000	-16792.638076523875	-16788.121319921152	-4.516756602724401	-16788.121319921152	1.2555959880010297	1.0	0.5787446808938433	1.0934542086064736	1.6507266713071191	3.422926674679615	1.4050770225899507	-1.0547865303974868	2.38545152023551
523000	-16788.062902347006	-16785.9253153969	-2.1375869501070315	-16785.9253153969	1.0073363221467946	1.0	0.5787446808938433	1.0982868967205996	1.7422854287591862	3.406733919129331	1.455203055210758	1.3390677757251952	2.7940406089420398
524000	-16787.751063064665	-16785.227310062615	-2.5237530020508285	-16785.227310062615	1.0262819074563512	1.0	0.5787446808938433	1.0646542373480656	1.683082953623464	3.097179096691484	1.410553514531445	0.8505159223798016	3.522995274235134
525000	-16785.56150709165	-16781.281578618276	-4.279928473374744	-16781.281578618276	1.086556348546825	1.0	0.5787446808938433	1.0721877644641782	1.798190104412442	3.187219034412436	1.3810640670007368	-0.8826867768739453	2.9528405009119907
526000	-16795.2646483506	-16792.58382978106	-2.6808185695409237	-16792.58382978106	1.1243234353629026	1.0	0.5787446808938433	1.044569835102419	1.7269782259020796	2.883436093700338	1.2614117140483274	0.6320913340324754	2.5081375660279948
527000	-16789.650326897125	-16788.508242266253	-1.1420846308719446	-16788.508242266253	0.9918199443241835	1.0	0.5787446808938433	1.0586915988470915	1.8046279442958715	2.999991571520067	1.3260476414545521	2.213985468959745	2.4415367942476176
528000	-16784.47219656027	-16783.768665598836	-0.7035309614343426	-16783.768665598836	0.9379511630804168	1.0	0.5787446808938433	1.053851895937562	1.8798286986213582	3.0066033347419667	1.421805422407435	2.6377569436128887	2.9410830385070437
529000	-16781.970241814444	-16778.41725259777	-3.55298921667425	-16778.41725259777	1.095656273152994	1.0	0.5787446808938433	1.0480871601360622	1.8335460708107822	2.8971781521652376	1.3927336118013531	-0.22932156848620533	3.0983257174898386
530000	-16793.582326725656	-16786.953327100622	-6.628999625036027	-16786.953327100622	1.2923438908281795	1.0	0.5429284991110169	1.0462264663128642	1.7888611647410924	2.9395890140946443	1.444481450439498	-3.346838445677955	2.10410225971353
531000	-16799.649735744046	-16795.44091254376	-4.208823200285222	-16795.44091254376	1.1645124932578654	1.0	0.5429284991110169	1.0133480460210806	1.629620365815379	2.6396986776638234	1.3980228443346887	-1.027454340719781	2.5004369697518727
532000	-16785.21040120335	-16782.337593208384	-2.8728079949638605	-16782.337593208384	0.976980061323348	1.0	0.5429284991110169	1.0153071874538995	1.7687129598862859	2.852517837502638	1.4002463888527774	0.31458009821283817	2.200496925550014
533000	-16788.403050798486	-16784.3663617293	-4.03668906918791	-16784.3663617293	1.0889690187062224	1.0	0.5860734746895747	1.019064585383185	1.7109655104769013	2.709087755332	1.357714040502763	-0.7946166243484587	3.0873103349244793
534000	-16783.21093359254	-16779.588784389744	-3.6221492027993136	-16779.588784389744	1.0561447406599327	1.0	0.5568296055034571	1.021047478960166	1.7024354826762698	2.709779614220906	1.386693804781704	-0.4032334722083677	3.091398991315242
535000	-16783.92922399189	-16780.648584034087	-3.280639957802208	-16780.648584034087	1.1076525911069972	1.0	0.5568296055034571	1.0066345940927763	1.620767634630977	2.629191178988808	1.3777385689272366	-0.10600938331654852	3.2125195944986653
536000	-16786.265176456618	-16783.51212707275	-2.7530493838673857	-16783.51212707275	1.0547692929654857	1.0	0.6308714444419332	1.0292635551721339	1.7740812446579934	2.845532457006833	1.3623537901439855	0.5651117513018171	2.8938547283432468
537000	-16791.112716196803	-16788.73941444038	-2.3733017564237433	-16788.73941444038	1.066517189563312	1.0	0.6308714444419332	1.0298158379181153	1.6234726912469593	2.991048098673757	1.4556150831213437	0.9465524990720287	4.219157037182622
538000	-16788.178180426912	-16783.949951194387	-4.228229232525271	-16783.949951194387	1.0938773520824114	1.0	0.6308714444419332	1.0276195643509138	1.6030225825254767	2.916019611460886	1.336120576478375	-0.9151088267902221	2.1421392409981994
539000	-16785.04120149691	-16782.501646352808	-2.5395551441043334	-16782.501646352808	1.1356464819865641	1.0	0.6308714444419332	1.0817564065177336	1.750534930348439	3.3869241166478967	1.424903392636261	0.9389592480560767	3.1829435005275695
540000	-16791.05800651097	-16786.53400984976	-4.523996661210468	-16786.53400984976	1.122385521613876	1.0	0.6308714444419332	0.9975061870284562	1.8164633618198678	2.636937180093874	1.2031535035935668	-1.3034209229105405	1.9589345843381079
541000	-16793.682611620145	-16792.958726687422	-0.7238849327229682	-16792.958726687422	1.0407342231269672	1.0	0.6308714444419332	0.9839403181170162	1.8911169228390066	2.562555351074912	1.1886488566445408	2.454864453669577	2.9710547358954082
542000	-16788.171108712846	-16787.728234743598	-0.4428739692487085	-16787.728234743598	0.9444660927536875	1.0	0.6308714444419332	0.8798908149364696	1.8920182971269734	1.8300752347025604	1.0223335383819474	2.411965477382802	3.037022914915508
543000	-16788.149607832955	-16786.27814683349	-1.8714609994626223	-16786.27814683349	0.990662809819113	1.0	0.6308714444419332	1.000746417348779	1.819599376908343	2.6333044098246474	1.2455287906727102	1.3590923461079552	3.1625736318843383
544000	-16788.392908147518	-16787.062429909995	-1.3304782375224895	-16787.062429909995	0.9061885248169593	1.0	0.6308714444419332	1.000115821423958	1.8214103774727546	2.514209812158493	1.2436718682235046	1.89813369986065	3.2705753448906396
545000	-16790.689071848617	-16785.97804791567	-4.711023932946986	-16785.97804791567	1.0124798189685122	1.0	0.6308714444419332	0.9419480613677266	1.7968478741118434	2.1670323239589573	1.1786353076970963	-1.662311099559619	3.506863675292983
546000	-16786.673843910336	-16783.103760115508	-3.5700837948297686	-16783.103760115508	0.9315416718988248	1.0	0.6308714444419332	0.9559318970283781	1.7083833077710358	2.384297576373967	1.3279135259707964	-0.4779697748929719	1.9780665567126288
547000	-16787.00747833811	-16783.79829084017	-3.209187497942122	-16783.79829084017	1.0022984386108005	1.0	0.6308714444419332	0.973935221990622	1.8607658129166478	2.441981857568826	1.2477988046222421	-0.06134181539807848	2.2526200683203412
548000	-16792.129956367156	-16787.553960052894	-4.575996314262445	-16787.553960052894	1.30596600025111	1.0	0.6308714444419332	0.9858460498258279	1.6380402409517503	2.639190809857632	1.3957301734386856	-1.3913659379217265	2.80889350581666
549000	-16780.4930862048	-16777.585356393458	-2.9077298113412655	-16777.585356393458	1.0050940905808035	1.0	0.6308714444419332	0.95021725831546	1.638020559041641	2.3750331123364363	1.3250004664804886	0.16665993580556382	3.1779694039397413
550000	-16784.31203868828	-16779.320019652638	-4.992019035641972	-16779.320019652638	0.9932189475453777	1.0	0.6308714444419332	0.9157001418321195	1.6871913919183819	2.1173298589440166	1.2154131121820968	-2.0250474735630704	3.7442525799526094
551000	-16784.80818255443	-16779.47758808594	-5.330594468487572	-16779.47758808594	1.0458175530725657	1.0	0.6308714444419332	0.9701196100589992	1.7663464167027911	2.4467462447151886	1.3929149085958437	-2.1945471781604406	2.7730314066403796
552000	-16784.997477267254	-16780.949634267494	-4.047842999761645	-16780.949634267494	0.9944253599324828	1.0	0.6308714444419332	0.9500138220963203	1.6516570445010734	2.290907945929059	1.305796392760773	-0.9740845272383485	2.0931401986138876
553000	-16784.1170018794	-16780.07138090171	-4.045620977688458	-16780.07138090171	1.0966556694630436	1.0	0.6021403207450449	0.935925985033798	1.82412261815092	2.506264894043782	1.2688667385000814	-1.0443608790919754	2.1555786819997937
554000	-16787.99604465572	-16785.27913701642	-2.716907639300823	-16785.27913701642	1.0033636825320784	1.0	0.6021403207450449	0.9454314653390062	1.540906843304421	2.341167127664061	1.2443263406741512	0.31389477459908033	3.0167267843400456
555000	-16790.88598852239	-16784.78055382045	-6.105434701942081	-16784.78055382045	1.1925474472410387	1.0	0.6021403207450449	0.9063847432288589	1.4632275302548903	2.116361504338062	1.2490965152392302	-3.196294134956922	3.442011844611704
556000	-16792.010562279243	-16785.886209288663	-6.124352990581354	-16785.886209288663	1.4486198534165273	1.0	0.6021403207450449	0.8084173143334142	1.5475586620102981	1.4958517155805828	1.0657540965015666	-3.5244018872650633	1.972217415473829
557000	-16789.07922773295	-16780.72428636427	-8.354941368677355	-16780.72428636427	1.5316066164019682	1.0	0.6021403207450449	0.7850669753504363	1.4817638792968264	1.3895217692395703	1.0610598795134014	-5.82962684717474	3.6520726386536135
558000	-16784.623200851824	-16780.230184682518	-4.393016169307429	-16780.230184682518	1.5107991547528257	1.0	0.6021403207450449	0.7870949503818989	1.4833673491774737	1.3725654959638587	1.0486211770372111	-1.86120365655625	2.9377769098364683
559000	-16789.27925139703	-16784.969074122226	-4.310177274803228	-16784.969074122226	1.3401088489142332	1.0	0.6021403207450449	0.7945734417498139	1.5666227392490049	1.1798162034798994	0.9708887387418448	-1.7544286469593802	2.780857317393105
560000	-16784.431630078205	-16779.03158038509	-5.400049693113661	-16779.03158038509	1.2084068669646293	1.0	0.5723217286663773	0.7754749112773089	1.5096498096206794	1.444259667728887	1.0390044036259891	-2.9353303366900674	3.147828266416533
561000	-16785.436218706887	-16782.405728612724	-3.0304900941614843	-16782.405728612724	0.97615039989808	1.0	0.5723217286663773	0.8068032474361655	1.62075681282454	1.639419436859895	1.0645607965764727	-0.4655041379570166	4.035069732547606
562000	-16787.165373321623	-16783.942346605403	-3.2230267162176984	-16783.942346605403	1.06930988406447	1.0	0.5723217286663773	0.8349916440341475	1.6804437693322583	1.5698392371058767	1.0507064432014241	-0.5684188191021775	3.675487570970754
563000	-16792.185580636575	-16790.328241697658	-1.8573389389167303	-16790.328241697658	0.8928321221273192	1.0	0.5723217286663773	0.8619470049758342	1.7004434153588794	1.6997183428007208	1.0778254771539184	0.8824790692616276	3.58568175765652
564000	-16783.232329740444	-16781.106486990848	-2.125842749595834	-16781.106486990848	0.9801285722067525	1.0	0.5723217286663773	0.789951042946174	1.7669060662339764	1.420752693566674	0.9746162274305619	0.3852974179226072	2.2984374754814385
565000	-16779.83889985802	-16776.421347943753	-3.4175519142661384	-16776.421347943753	1.1043389409804403	1.0	0.5723217286663773	0.805354727104992	1.7392714576906183	1.3474957435799333	1.0812431372455649	-0.8571862259766014	3.5715511256289214
566000	-16782.818332582407	-16780.854722879365	-1.9636097030420172	-16780.854722879365	0.9606902488201826	1.0	0.5723217286663773	0.9439110892933646	1.7444236362314807	1.7100930197737019	1.095773935157065	1.032652055919507	2.9874847192977336
567000	-16784.396618175673	-16780.664069276478	-3.73254889919592	-16780.664069276478	1.0497388900665767	1.0	0.5528245615516995	0.9524376403308906	1.5814179853387047	1.427208168886843	1.0094843066239132	-0.7293174283513189	2.482868511786913
568000	-16791.171401556036	-16780.575710590063	-10.595690965972054	-16780.575710590063	1.3368977721577378	1.0	0.5485102712052631	1.040691630650414	1.5339161139318749	1.7064813664999268	1.203561198571094	-7.3248830194946555	3.0429779621593385
569000	-16788.041282093265	-16781.96727057181	-6.0740115214521495	-16781.96727057181	1.0999051934953523	1.0	0.5485102712052631	0.9975983705233094	1.4938425426241755	1.5347940955356065	1.174191335694605	-2.935513029730344	2.300300546933548
570000	-16790.876837859934	-16783.337959308035	-7.538878551899506	-16783.337959308035	1.162401580287965	1.0	0.5241957953257805	1.077241082319694	1.400240536146383	1.751553624654823	1.2870765983326238	-4.180788886961965	2.251297597039706
571000	-16792.085563655884	-16785.286706647195	-6.798857008689081	-16785.286706647195	1.244503923589669	1.0	0.5241957953257805	1.0937240786281508	1.4041069248742108	1.9117671849267397	1.2732618239037883	-3.3906155558920634	2.6570148888550844
572000	-16786.150054913567	-16779.226191853628	-6.92386305993753	-16779.226191853628	1.1456939565403164	1.0	0.5644567275373987	1.0392361279303497	1.4818112729170339	1.6283880373574249	1.1868853260220056	-3.6415642337155454	2.7367387580896
573000	-16789.321476929963	-16779.37062083511	-9.95085609485191	-16779.37062083511	1.2102949549047213	1.0	0.5644567275373987	1.0725189472908363	1.4825811422186221	1.9103717791284296	1.2923211200221714	-6.566892965200063	3.510168996428417
574000	-16793.91805248378	-16785.63533659589	-8.282715887888717	-16785.63533659589	1.2234181014076189	1.0	0.5644567275373987	1.0198841499234896	1.4319272572701407	1.6343804459351745	1.2919291369602144	-5.059744051816848	2.683664064438332
575000	-16794.43855128943	-16786.78772216971	-7.65082911971966	-16786.78772216971	1.2385422189057895	1.0	0.5644567275373987	0.9907902536636823	1.421899032123397	1.3939226557329636	1.1977185719792447	-4.517363907122463	2.667491015485412
576000	-16785.6144929873	-16773.609106081058	-12.005386906244421	-16773.609106081058	1.2365618098855655	1.0	0.5644567275373987	0.986003292751773	1.4513878886948055	1.8212198317407409	1.2903265173985907	-8.886686080158231	3.7463267959695887
577000	-16787.067975922746	-16779.836750986055	-7.231224936689994	-16779.836750986055	1.3858194922992761	1.0	0.5644567275373987	0.9705179549349703	1.3747559389776338	1.927673952218806	1.2903472340380553	-4.160360294611284	2.6779830550812043
578000	-16790.155340674683	-16780.17234865574	-9.982992018944953	-16780.17234865574	1.5874151618186931	1.0	0.5644567275373987	1.0682190070510242	1.2852948616499142	2.4148189714323065	1.3576391897291988	-6.612137769413414	1.7368706262343068
579000	-16798.08400474429	-16786.981772165855	-11.10223257843562	-16786.981772165855	1.4728928691015275	1.0	0.5644567275373987	0.9912310423836805	1.3632192956580103	2.0077597064346038	1.3029477576620514	-7.96740838654998	2.676190660976624
580000	-16797.323510260336	-16790.551837157484	-6.77167310285183	-16790.551837157484	1.2305513707074587	1.0	0.5644567275373987	0.8715847538826766	1.4390954013815462	1.3235161906451478	1.027096536792966	-4.009364444782567	2.018759008250442
581000	-16793.002106227188	-16785.77566722282	-7.226439004365865	-16785.77566722282	1.2238611527519492	1.0	0.5644567275373987	0.9085278497943621	1.4341682918954897	1.45123687796012	1.0768844113066567	-4.348283024488833	2.5045881605711697
582000	-16792.419494145634	-16783.814689392835	-8.604804752797554	-16783.814689392835	1.306452456955393	1.0	0.5644567275373987	0.9122559634780308	1.3799494565213988	1.525177326464418	1.0948736026747363	-5.715001387130214	1.6624492466209455
583000	-16792.033904567645	-16785.517745301568	-6.516159266077192	-16785.517745301568	1.2057882966159386	1.0	0.5505703014060671	0.9282234358383055	1.3627793672929769	1.637778608405547	1.1542593625021942	-3.590442917867306	2.1995727258755635
584000	-16788.633624610342	-16779.522316845338	-9.111307765004897	-16779.522316845338	1.4025710892745558	1.0	0.5505703014060671	0.9198642364790419	1.324566926557531	1.7264163486200486	1.2708035223674892	-6.211644823279663	2.5862329152703794
585000	-16791.28040522174	-16782.619409844116	-8.660995377623411	-16782.619409844116	1.4929832546290314	1.0	0.5505703014060671	0.9239221049578052	1.2868698785666972	1.4217667620674217	1.0786133837689404	-5.748680430384154	1.9672553782914206
586000	-16800.64974328349	-16791.24600757342	-9.403735710071475	-16791.24600757342	1.5143633874219404	1.0	0.5505703014060671	0.9349075950198413	1.4301898757345703	1.7477448495357317	1.050186684748807	-6.4572135097254435	1.6334103567629437
587000	-16798.619225969695	-16788.777760503835	-9.841465465857617	-16788.777760503835	1.4980935689016612	1.0	0.5505703014060671	0.9785601996956728	1.309594373289484	1.885607949434724	1.2087956719422175	-6.759629333549159	1.7508492552436676
588000	-16792.603560450523	-16785.777812168446	-6.825748282077761	-16785.777812168446	1.3092064662393073	1.0	0.5505703014060671	0.8355691586516248	1.2471983296450901	1.4359247045397185	1.088653176554408	-4.191061276448432	2.4890164532357417
589000	-16794.885214864287	-16784.252066876514	-10.633147987772928	-16784.252066876514	1.4920159755670692	1.0	0.5505703014060671	0.8787068455782329	1.2425127231070194	1.472594695676576	1.1069782369926806	-7.862329817257278	2.050639265370952
590000	-16795.803228041157	-16786.05573648654	-9.747491554615298	-16786.05573648654	1.498455216960826	1.0	0.5505703014060671	0.7798538433894419	1.241246910413695	1.1112378825062041	0.993166989675769	-7.290464988350102	1.9320304170991787
591000	-16804.983322454274	-16794.570157507897	-10.41316494637643	-16794.570157507897	1.5032848512717791	1.0	0.5505703014060671	0.7843524985165954	1.2847973325613615	0.9150084983730735	0.9558380914436372	-7.941710485585671	2.651532728879895
592000	-16793.060969746897	-16781.424359694567	-11.636610052331816	-16781.424359694567	1.7532620808720827	1.0	0.5813269379561758	0.7994569787222232	1.2669639877439391	1.0812755751550311	1.0726608050815816	-9.086066322099228	1.6094223410745008
593000	-16793.678710267657	-16782.218787929367	-11.459922338291097	-16782.218787929367	1.8697870747255938	1.0	0.5813269379561758	0.8580897512500111	1.1731660490364408	1.2340939730267453	1.1547732778726438	-8.72326422331922	1.912467448559026
594000	-16792.86423990145	-16779.92334447619	-12.94089542526164	-16779.92334447619	2.3020461153465157	1.0	0.5813269379561758	0.9391400830531182	1.102430941010904	1.586076238594664	1.2734844060567665	-9.95045426909319	1.3507401868824678
595000	-16795.859010868142	-16781.99879163411	-13.860219234033632	-16781.99879163411	2.6713960013309506	1.0	0.5813269379561758	0.9159351489624364	1.090740071344472	1.525583700161623	1.2759266008258148	-10.942058672614333	1.5008364600131512
596000	-16791.192235299877	-16783.607925581084	-7.584309718794695	-16783.607925581084	1.46707568185605	1.0	0.5813269379561758	0.8597299221795761	1.2610708128213026	1.184611457743139	1.0718453255691496	-4.8424776600206405	2.811159689606386
597000	-16795.866761647572	-16785.581046048745	-10.285715598827682	-16785.581046048745	1.6778285609040924	1.0	0.5813269379561758	0.8925956737761798	1.2411819471664696	1.3366099273644696	1.148720333952645	-7.4405529181799475	1.7403186308158463
598000	-16792.72745449975	-16781.96708906956	-10.760365430188644	-16781.96708906956	1.5451047720279818	1.0	0.5813269379561758	0.8676244321981852	1.2526589421583794	1.2607054631232129	1.093080339815	-7.993653351224271	2.525925212821939
599000	-16799.394021584267	-16788.409608307054	-10.984413277213752	-16788.409608307054	1.5282366996739492	1.0	0.5813269379561758	0.8375897007731049	1.2219332740364042	1.1745764622425774	1.072571966946274	-8.3125668945886	1.8041313758858093
600000	-16789.3270345293	-16777.661962569866	-11.665071959433835	-16777.661962569866	1.58601643036958	1.0	0.5813269379561758	0.8990577608425346	1.1992349648638738	1.4214390433283297	1.0976732750986473	-8.799667260051473	1.5238142087142845
601000	-16797.302032134656	-16786.790789822815	-10.511242311841329	-16786.790789822815	1.5232874893858142	1.0	0.5813269379561758	0.754824655047984	1.1503978529757188	1.118519347881881	0.9804080771325127	-8.10401643008492	2.2266919993932763
602000	-16810.778343549253	-16797.837496506494	-12.94084704275713	-16797.837496506494	1.6721176424312294	1.0	0.5813269379561758	0.7634208275978639	1.2715108021825505	1.1773434148424877	1.0522415548764232	-10.505898654678152	1.9105655895033078
603000	-16802.585523155576	-16790.766016241396	-11.819506914181469	-16790.766016241396	1.6399764022734362	1.0	0.5813269379561758	0.7223683572848051	1.204655763137893	0.8997915057849849	0.943845880552874	-9.517502118600191	1.6265546128972712
604000	-16795.24459638569	-16783.293982285548	-11.950614100145309	-16783.293982285548	1.687618746913797	1.0	0.5362711737082863	0.6869926527076531	1.3129211326065275	0.8175433098826158	0.8923792400655524	-9.809413295537786	2.1473303106913035
605000	-16788.05672307849	-16777.312249130962	-10.744473947526842	-16777.312249130962	1.604758352261034	1.0	0.5362711737082863	0.7281578435236813	1.2461515832525385	0.6754435632088708	0.8328441384100768	-8.468690015349905	2.457191482443291
606000	-16794.687542015403	-16783.512599459296	-11.174942556105279	-16783.512599459296	1.6359664084785956	1.0	0.5362711737082863	0.740678759233429	1.2379354525347117	0.7098755988195108	0.8576419449275289	-8.858523339297392	2.573029038304545
607000	-16800.925602587165	-16790.20414452902	-10.721458058147261	-16790.20414452902	1.7965272442338824	1.0	0.5362711737082863	0.7406545954213091	1.2075139094419909	0.7160785151899637	0.923940915148342	-8.405117134233153	2.2784697594618493
608000	-16798.733090769936	-16788.37685499603	-10.356235773904917	-16788.37685499603	1.625775795697404	1.0	0.5362711737082863	0.696607181319303	1.2762854628566755	0.6674500723008453	0.7995825852488659	-8.183460784555045	2.6255523321609973
609000	-16798.833405258618	-16792.15697389645	-6.676431362166524	-16792.15697389645	1.2752269946501706	1.0	0.6782354348740142	0.6843973219073803	1.2843185916335038	0.5910943497591962	0.7483491887441729	-4.4018047345732105	2.02718054980844
