#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:EZH2_protein_species_megaalign" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:EZH2_protein_species_megaalign" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:EZH2_protein_species_megaalign">
#                <taxonset id="TaxonSet.EZH2_protein_species_megaalign" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:EZH2_protein_species_megaalign" name="distribution" x="@birthRate.t:EZH2_protein_species_megaalign">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:EZH2_protein_species_megaalign" name="distribution">
#            <parameter id="gammaShape.s:EZH2_protein_species_megaalign" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="ucldStdevPrior.c:EZH2_protein_species_megaalign" name="distribution">
#            <parameter id="ucldStdev.c:EZH2_protein_species_megaalign" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@EZH2_protein_species_megaalign" id="treeLikelihood.EZH2_protein_species_megaalign" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:EZH2_protein_species_megaalign">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:EZH2_protein_species_megaalign" shape="@gammaShape.s:EZH2_protein_species_megaalign" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:EZH2_protein_species_megaalign" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:EZH2_protein_species_megaalign" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:EZH2_protein_species_megaalign" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:EZH2_protein_species_megaalign" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:EZH2_protein_species_megaalign">
#                <LogNormal S="@ucldStdev.c:EZH2_protein_species_megaalign" id="LogNormalDistributionModel.c:EZH2_protein_species_megaalign" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="48" id="rateCategories.c:EZH2_protein_species_megaalign" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:EZH2_protein_species_megaalign" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	gammaShape	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
257000	-16797.928323483025	-16784.986991218502	-12.941332264523027	-16784.986991218502	1.8114260267305413	1.0	0.5830963527977733	0.9973541545123582	1.2855932975712734	1.887420263604756	1.3167514969408778	-9.76899988907164	2.46608319469151
258000	-16796.865090900104	-16785.499656746506	-11.365434153598118	-16785.499656746506	1.9169641752534	1.0	0.5830963527977733	1.0021334063826535	1.3410304881290116	1.9000239541487587	1.2929042092277854	-8.178386435899297	1.5305336332299646
259000	-16792.08021377853	-16785.06342206487	-7.016791713657896	-16785.06342206487	1.4396518216713499	1.0	0.5830963527977733	0.9281062632018708	1.3581539688797306	1.5233079009652193	1.1962107140072396	-4.058914250469314	1.906289864482707
260000	-16791.116339728997	-16782.79659976974	-8.319739959257504	-16782.79659976974	1.5943042523860065	1.0	0.5830963527977733	0.9305653322198921	1.29644567888625	1.5736235187136716	1.1618484472866246	-5.35420521486038	1.8077517701516248
261000	-16781.787846443858	-16775.03049743569	-6.757349008167777	-16775.03049743569	1.3709948961557674	1.0	0.5830963527977733	0.9203054718491288	1.3946591480807962	1.5437083805366913	1.1894218116528137	-3.823783857017674	2.4607490105075662
262000	-16801.532009064023	-16792.88107660509	-8.650932458934843	-16792.88107660509	1.5096939266570717	1.0	0.5830963527977733	0.9117243581015182	1.325070857112098	1.4842412745146565	1.1798517982918069	-5.7441498398706985	1.9579708825358866
263000	-16794.865988418816	-16785.15760056939	-9.708387849425423	-16785.15760056939	1.6930239896403005	1.0	0.5830963527977733	0.8651992276785596	1.2287461961383774	1.0471691804166214	1.027941309996099	-6.947545443992601	2.7383527424050222
264000	-16789.784181460953	-16780.70759586274	-9.076585598213372	-16780.70759586274	1.9199284543038047	1.0	0.5830963527977733	0.8569608442620672	1.216165971878873	1.2281023123627144	1.0721139553648356	-6.341720199353744	1.9526053177597193
265000	-16798.14168729651	-16782.38471643681	-15.756970859699308	-16782.38471643681	2.284927543623868	1.0	0.6270632552178037	0.8712832025704368	1.2356893104242543	1.2937428961366664	1.1413015144432646	-12.933004598969509	2.9385719583360834
266000	-16798.270008910305	-16790.215383703046	-8.054625207258216	-16790.215383703046	1.5959167186051118	1.0	0.6270632552178037	0.8024839815787236	1.3660218120210745	1.0566615273163806	0.9976803590209282	-5.448679062097989	1.7915906878088415
267000	-16787.623159097304	-16779.177963089664	-8.445196007639282	-16779.177963089664	1.716917310761558	1.0	0.6270632552178037	0.8792345713602016	1.4269003639802529	1.5324129986372665	1.1394046072002006	-5.596226620611558	2.7877582095790188
268000	-16793.663013566606	-16785.4451101717	-8.217903394906994	-16785.4451101717	1.850781069128268	1.0	0.6270632552178037	0.88587734199129	1.3877307931479042	1.5232973557873144	1.0793968955456748	-5.348074674369649	2.896906133830066
269000	-16794.55926057672	-16784.120791144058	-10.438469432662508	-16784.120791144058	1.7376461098801175	1.0	0.6270632552178037	0.8859301043643718	1.3962209427407135	1.5605956018143607	1.074506600486666	-7.568475134205514	3.5410511193672773
270000	-16793.23516364502	-16787.156297394715	-6.078866250304301	-16787.156297394715	1.685440745722911	1.0	0.6270632552178037	0.857645878832473	1.3130899829525897	1.4567619061089292	1.075132987030493	-3.297872309206589	1.9659615266542128
271000	-16789.301256994167	-16778.869502129197	-10.431754864969289	-16778.869502129197	2.195179927992405	1.0	0.6270632552178037	0.8479957829985248	1.269830224510699	1.4567748554351174	1.0655857122255616	-7.681239282397089	1.9084959705553377
272000	-16797.157073234743	-16786.259615920433	-10.89745731431079	-16786.259615920433	1.9767187867699192	1.0	0.6270632552178037	0.8678175873038786	1.3154857566631528	1.573994705930462	1.0799676816670998	-8.084400658787875	2.674178349823569
273000	-16792.934868777196	-16783.904309422705	-9.03055935448904	-16783.904309422705	1.7850828157254335	1.0	0.6270632552178037	0.8096689143639322	1.2716763169727807	1.2787554855456786	1.0124962816783973	-6.401695774076158	2.8667397433741826
274000	-16791.75469102567	-16782.99504551054	-8.759645515133407	-16782.99504551054	1.7545578711160994	1.0	0.6270632552178037	0.8401519061471173	1.3483104818657268	1.1476728590945922	0.9764962327488628	-6.033947491009298	2.3490349451179116
275000	-16789.917438570712	-16782.14284398703	-7.774594583682938	-16782.14284398703	1.5933802986539236	1.0	0.6270632552178037	0.8028127219310739	1.3654459864278226	1.2123830206836628	1.0011621537715514	-5.167599070503632	2.3354763755972345
276000	-16787.761492482558	-16782.330056524544	-5.431435958014526	-16782.330056524544	1.3542246165601768	1.0	0.6270632552178037	0.8738766799085451	1.3404200390992094	1.596047350599843	1.1159881101661298	-2.5993103124743344	2.4318565867092112
277000	-16784.373193130145	-16775.676505656975	-8.696687473168595	-16775.676505656975	1.5420938096624492	1.0	0.6270632552178037	0.9007399588593211	1.3436620063367373	1.8163934527400358	1.1916799745765372	-5.780281008994461	2.545261753236489
278000	-16800.5261250131	-16791.289805469914	-9.23631954318728	-16791.289805469914	1.6073290071172937	1.0	0.6270632552178037	0.8915139160447485	1.3529388816837962	1.902673103059004	1.1914946806147673	-6.348811421301142	2.6644462108524105
279000	-16794.43484733724	-16783.72302475362	-10.711822583618613	-16783.72302475362	1.7401879194058263	1.0	0.6270632552178037	0.9124296590694488	1.2697405461199773	1.8439701245815197	1.2268922812257372	-7.758870217853834	2.2086836437070887
280000	-16798.03466340543	-16789.907728108057	-8.126935297373453	-16789.907728108057	1.5283354031607803	1.0	0.6270632552178037	0.8617029868847376	1.2295683777674171	1.6568577411015337	1.0781992985287345	-5.333145078895223	2.4970351749079756
281000	-16795.09980376645	-16783.202985242966	-11.896818523482933	-16783.202985242966	1.6293375951476217	1.0	0.6270632552178037	0.9451591081235107	1.251173671609277	1.8736442092697598	1.1675750547705146	-8.841938988640269	2.4836549437640296
282000	-16794.437222854198	-16786.097861789534	-8.339361064663047	-16786.097861789534	1.415637186190191	1.0	0.6270632552178037	1.0029368227309992	1.2586519674901722	1.9960071263600665	1.1586663581132353	-5.105873752113385	2.2138352555094816
283000	-16790.99119035163	-16780.103172693187	-10.888017658443507	-16780.103172693187	1.6145137143017336	1.0	0.5589385781732858	0.9299832187355211	1.2656944182895824	1.3175521578276361	1.0951853567142364	-7.948453037496158	1.7158371010159463
284000	-16794.28862112342	-16787.196462504573	-7.092158618847915	-16787.196462504573	1.3864102354999408	1.0	0.5589385781732858	0.8704134025722687	1.330331169259414	1.4179238219259749	1.1297958035133646	-4.339054440549157	2.58886435128812
285000	-16795.583251683915	-16785.672721674007	-9.910530009908271	-16785.672721674007	1.462289784540481	1.0	0.5589385781732858	0.929981358495651	1.210471801836144	1.4589575612891852	1.09998191044259	-6.970971180910225	1.9881890592224865
286000	-16802.031821021224	-16789.58481034397	-12.447010677254697	-16789.58481034397	1.7806036196627988	1.0	0.5589385781732858	0.9353484961631212	1.2462589674062414	1.488534508662581	1.1149825900053913	-9.490748633614633	2.304841026309878
287000	-16804.047016425666	-16793.10100261868	-10.946013806984253	-16793.10100261868	1.514369322493803	1.0	0.5589385781732858	0.8927640621746502	1.1954677322590999	1.4032584949441904	0.9823127431496796	-8.12271171698445	1.5263959681608097
288000	-16796.462031751667	-16785.977045977525	-10.484985774143322	-16785.977045977525	1.67263306983778	1.0	0.5662200767847901	0.9232255180892885	1.2122065036297376	1.46727925868054	1.0899578670901535	-7.5591923022520335	1.9160532030521413
289000	-16791.03479803098	-16777.08061348339	-13.954184547589172	-16777.08061348339	1.6458390745207017	1.0	0.5662200767847901	0.9927061318426164	1.2404870842849	1.7783745505317212	1.1482286756425724	-10.813049874742706	2.3929854574732623
290000	-16782.988368678307	-16772.929180569445	-10.059188108862465	-16772.929180569445	1.4190732598529927	1.0	0.5662200767847901	0.8787826173242455	1.3237462373903555	1.8262092287926643	1.1546678282413605	-7.272482056644742	1.7741842590549985
291000	-16790.145003017053	-16776.10071719748	-14.04428581957076	-16776.10071719748	1.8228018745232146	1.0	0.5662200767847901	0.949106691576295	1.2322639208887667	1.781470940421483	1.237353390148596	-11.037993851458888	1.5117209478233318
292000	-16784.833821417244	-16775.88392881373	-8.949892603512444	-16775.88392881373	1.3844212854117097	1.0	0.5662200767847901	0.9206565208474393	1.3338212794240336	2.0135540722813725	1.102531743516667	-6.032108925975827	1.839593877325602
293000	-16793.937303990522	-16781.83243119438	-12.104872796141494	-16781.83243119438	1.438079343068972	1.0	0.5662200767847901	0.9147069856514506	1.3337024241967217	2.043581072702722	1.1507600672014917	-9.205652782482094	3.447390324131292
294000	-16791.015413606598	-16780.76920807514	-10.246205531458068	-16780.76920807514	1.4236728980297813	1.0	0.5662200767847901	0.9797234032760861	1.3892384288662636	3.1006357392572848	1.2474088326519033	-7.145126843554278	2.5593509570658215
295000	-16786.922669554137	-16777.212445835452	-9.710223718683816	-16777.212445835452	1.451976740758749	1.0	0.5662200767847901	0.9109778986773547	1.3506235004437077	1.9386750311614045	1.1924991904054463	-6.822649068940571	1.6471302142849378
296000	-16787.993592622977	-16780.600504932743	-7.393087690235643	-16780.600504932743	1.361470613362829	1.0	0.5662200767847901	0.8490839230539646	1.36336277514729	2.0141440527688506	1.2003274296344129	-4.699975603889099	2.3473222521801245
297000	-16787.665122481005	-16780.5306181764	-7.134504304604277	-16780.5306181764	1.2866881069114722	1.0	0.5662200767847901	0.893977128585576	1.5182560353277756	1.9248697884181327	1.1719799266199977	-4.300119162096036	2.390937820325212
298000	-16792.403578145637	-16782.813131503455	-9.590446642180414	-16782.813131503455	1.5299410643014633	1.0	0.5662200767847901	0.9397962988281928	1.3542126775038072	2.30206542377491	1.2561041371114647	-6.613072466963208	2.4868906492404665
299000	-16794.468963432464	-16786.530499990593	-7.938463441872006	-16786.530499990593	1.531974933368607	1.0	0.5662200767847901	0.8726603880811472	1.3269178357312514	1.8647931219083882	1.2101930433082153	-5.171007065536104	1.8611879169740255
300000	-16785.174050933645	-16776.752827871034	-8.42122306261	-16776.752827871034	1.5201797753121153	1.0	0.5662200767847901	0.9112442123758081	1.3273023942917919	2.1412682771597176	1.1560633261119726	-5.532816501170834	2.2482770967534034
301000	-16785.197261776626	-16778.096455941784	-7.100805834840946	-16778.096455941784	1.3830135193893576	1.0	0.5662200767847901	0.8880465245283667	1.499878088450443	1.9926980025249346	1.1312302487067885	-4.285014347955021	2.6009437362702754
302000	-16788.438432556206	-16783.07514842568	-5.363284130525572	-16783.07514842568	1.1908239447238722	1.0	0.5662200767847901	0.8233140210790002	1.5821242942144267	1.622542020870514	1.0103028474095197	-2.75183987238984	2.348318594968521
303000	-16785.464125763636	-16779.657961104705	-5.8061646589319125	-16779.657961104705	1.146211364898282	1.0	0.5662200767847901	0.8177324973642963	1.5472263988314965	1.5709951211888398	1.0450912088717181	-3.2124673803334467	2.9936878229441
304000	-16792.91670611914	-16786.932681047285	-5.984025071855649	-16786.932681047285	1.212361363689582	1.0	0.5662200767847901	0.8955742868209349	1.4880471867777811	1.9919271695628176	1.1968317711565648	-3.1446359862679105	2.132784339751707
305000	-16781.64847502183	-16776.70721355648	-4.941261465348377	-16776.70721355648	1.1502545553504415	1.0	0.5662200767847901	0.9228343961306126	1.6948450212017834	2.535770441466498	1.254904862498164	-2.0166872295560934	2.4373600499354566
306000	-16784.985657525976	-16780.060743549653	-4.924913976323072	-16780.060743549653	1.1215634091211233	1.0	0.5662200767847901	0.8830350243121368	1.678018956122957	2.2039932599775653	1.2093723125854476	-2.124850562691958	2.5860027517211943
307000	-16783.58659434418	-16780.25438350043	-3.3322108437484266	-16780.25438350043	1.0383515747463525	1.0	0.5662200767847901	0.8496915788804091	1.6188934241559754	1.838522746695073	1.1378824476392435	-0.6371782465649733	2.9407864728939357
308000	-16788.08597271361	-16782.006332425	-6.079640288607063	-16782.006332425	1.3223443733098494	1.0	0.5662200767847901	0.8780196973674232	1.5403423915169188	1.9497450002194632	1.2184528562364552	-3.295331804398187	3.677647566313979
309000	-16789.884036274452	-16782.759192615355	-7.124843659096461	-16782.759192615355	1.366247661189203	1.0	0.5662200767847901	0.8586157421766192	1.5145136906502994	1.8636798161726946	1.1935178412613219	-4.40163297611499	2.793370766492094
310000	-16802.198493073716	-16794.11191818429	-8.086574889424794	-16794.11191818429	1.4352085872863898	1.0	0.5662200767847901	0.8870050605489505	1.4553555382019157	2.0632992037136173	1.2748647094418575	-5.274050716726419	2.0482142611126775
311000	-16790.572700493543	-16780.804038649167	-9.76866184437762	-16780.804038649167	1.3192064793935707	1.0	0.5662200767847901	0.8436756530168159	1.4458770252493967	1.775204140863035	1.1658059084584436	-7.092653153541493	3.3405075708596588
312000	-16788.29317667648	-16780.84243031099	-7.4507463654918595	-16780.84243031099	1.4643320315317578	1.0	0.5662200767847901	0.8938803079074564	1.3634897062105649	2.0360494790887795	1.234256915233419	-4.616664612165858	2.7394194080574343
313000	-16798.33722941493	-16790.06006042671	-8.277168988219959	-16790.06006042671	1.7022582842230904	1.0	0.5662200767847901	0.936735277426349	1.3835667915248875	2.415138351269837	1.2154513166255352	-5.309312077889576	2.239128837330122
314000	-16787.227137174705	-16780.347791843065	-6.879345331640652	-16780.347791843065	1.6415088530713935	1.0	0.5662200767847901	0.9438411030874981	1.343488797452985	2.3428621171220603	1.2554016097663923	-3.889402620080655	2.6214901795660834
315000	-16792.742846528774	-16780.882045894497	-11.860800634276707	-16780.882045894497	1.9826897750914563	1.0	0.5662200767847901	1.0372070876480213	1.3710406822562038	3.09009323589998	1.4256300302237304	-8.582951252851549	2.6111458878385316
316000	-16783.63537420877	-16777.23836624962	-6.397007959150651	-16777.23836624962	1.6216561578351758	1.0	0.5662200767847901	0.9959291769534674	1.3550335069971815	2.762077460933227	1.3494860477492536	-3.245941414706248	2.2501841964322526
317000	-16787.830866135402	-16779.336549567568	-8.494316567834097	-16779.336549567568	1.7136560072944176	1.0	0.5662200767847901	0.9582117480634363	1.2850303285665978	2.9902187579938806	1.3003128807676996	-5.459787432075674	2.1332395704197302
318000	-16787.005585156174	-16778.572185711237	-8.433399444938217	-16778.572185711237	1.5983531926343122	1.0	0.5662200767847901	0.9434896280267688	1.3391441443359866	2.7460301361994985	1.2187933669228705	-5.444548545431136	2.886617505463055
319000	-16787.12423528764	-16776.67228523006	-10.451950057582506	-16776.67228523006	1.6565175798650962	1.0	0.5662200767847901	0.9371060713327377	1.3786898400253729	3.001266475550829	1.2480413085588526	-7.482940021396293	1.4365701792565049
320000	-16787.39258002899	-16777.55278203996	-9.839797989032322	-16777.55278203996	1.5883877915132103	1.0	0.5662200767847901	1.0113241697478326	1.4050195012838218	3.8278262581737827	1.340501922122012	-6.641357482842358	1.6335886720455266
321000	-16788.56633710689	-16778.295927798004	-10.270409308887738	-16778.295927798004	1.640930850791638	1.0	0.5662200767847901	1.0113241697478326	1.3233328472831378	2.7908341501190232	1.4485386960204656	-7.071968802697775	2.3722766741888908
322000	-16794.046835912482	-16783.754191557106	-10.292644355376101	-16783.754191557106	1.4423680136311965	1.0	0.5662200767847901	1.022706185895255	1.3406156473134896	2.9637259612538385	1.4353651355263797	-7.059247531912824	1.3843931346893856
323000	-16783.33170597996	-16775.40403927203	-7.927666707928401	-16775.40403927203	1.4046778074763613	1.0	0.5662200767847901	1.0048952040915373	1.4716819911820471	3.201462152689041	1.3502312096853342	-4.748996456621866	2.3940028604624515
324000	-16784.09805094752	-16777.841939520556	-6.256111426964643	-16777.841939520556	1.264398356908134	1.0	0.5662200767847901	1.0127294775990678	1.5722392619165224	2.7146421275880575	1.3527843526419727	-3.053351826206119	2.89577740365337
325000	-16788.57513484552	-16780.346004099298	-8.229130746220797	-16780.346004099298	1.31386738060789	1.0	0.5662200767847901	0.9554659070800033	1.630518726094573	2.3965961444693358	1.3247220562577127	-5.203112769124642	3.2525583107576814
326000	-16783.704521563675	-16779.0668527545	-4.637668809178082	-16779.0668527545	1.4026481564374393	1.0	0.5662200767847901	0.9981747136512137	1.5007594951488723	2.6876717601752627	1.3572765504367312	-1.4796854547945903	2.7478486310785644
327000	-16785.25836501178	-16777.130182976947	-8.128182034833461	-16777.130182976947	1.7187893222945008	1.0	0.5662200767847901	1.0492391775558556	1.3063399554060084	3.075257823490506	1.347205099080213	-4.813516672475176	2.152202437727437
328000	-16777.523640518317	-16773.056052566422	-4.467587951894918	-16773.056052566422	1.1877304740977979	1.0	0.5662200767847901	1.0180606480152539	1.4965035884164646	2.767293505715097	1.2947120618618886	-1.2484514907049329	2.257121341220792
329000	-16783.144732429002	-16775.971655780544	-7.173076648459235	-16775.971655780544	1.3911148218949707	1.0	0.5662200767847901	0.965780144487327	1.4740535284260285	2.4183929348129403	1.2315223268170463	-4.115107604100533	2.910196108985782
330000	-16784.618859242837	-16777.699435796407	-6.919423446428651	-16777.699435796407	1.3223654107875715	1.0	0.5662200767847901	0.9757583748927311	1.5168082918828545	2.574543343324679	1.3314967570933105	-3.8305941925576805	2.0092746321837147
331000	-16793.432487238457	-16783.823326833935	-9.60916040451983	-16783.823326833935	1.3488845775769331	1.0	0.5662200767847901	0.9362717696496997	1.4898780800978637	2.2835918104888	1.3081198313499012	-6.642745050838357	3.300015446974802
332000	-16794.045214912596	-16787.264877657246	-6.780337255349714	-16787.264877657246	1.2466242791577706	1.0	0.5531665684022816	0.9592129633602261	1.5473412554213761	2.3965644069761827	1.2078543971484264	-3.7557591480975905	2.4231619732402736
333000	-16789.908785356733	-16781.93501258507	-7.973772771662705	-16781.93501258507	1.3460782161866043	1.0	0.5531665684022816	0.9757282289554277	1.45668315152787	2.7666250033019857	1.2077176751878684	-4.898090187126747	1.7545026658764402
334000	-16792.14092698131	-16785.397369709233	-6.743557272073307	-16785.397369709233	1.2471213257978286	1.0	0.5531665684022816	0.9836839281709028	1.4546048839578762	2.714325995454863	1.2431129113353727	-3.643304099558504	3.0501547271764307
335000	-16797.215177525024	-16788.36020607936	-8.854971445664686	-16788.36020607936	1.3729955749033798	1.0	0.5531665684022816	0.9426513822530701	1.5019097609462462	2.278587856607651	1.2444325861368368	-5.881778215168037	2.7160625285671838
336000	-16785.426857991308	-16779.406249798147	-6.020608193161667	-16779.406249798147	1.2349595342824184	1.0	0.5531665684022816	0.9134587079737803	1.522986279258868	2.5331496703893897	1.2297648645555923	-3.13833901158178	2.124601016714169
337000	-16783.212444437762	-16776.5717000006	-6.640744437160435	-16776.5717000006	1.2441283061557438	1.0	0.5531665684022816	0.8995230880458704	1.4111244877716371	2.3760638025513408	1.281706358001798	-3.8020434257802336	1.8684130633646339
338000	-16780.49870836702	-16774.285224121148	-6.213484245872059	-16774.285224121148	1.3384063965371649	1.0	0.5538467704790545	0.8966085442789896	1.441576617732729	2.2894382992047513	1.2253965396781548	-3.383228889426364	2.715233383789823
339000	-16789.081400026145	-16780.13173136754	-8.949668658606958	-16780.13173136754	1.436091450347045	1.0	0.5538467704790545	0.8676403211661325	1.4203276665032927	2.1681601138657656	1.1946001907352748	-6.210386710757588	1.500993077982737
340000	-16788.5648567333	-16782.48428337422	-6.0805733590828535	-16782.48428337422	1.3136966240290995	1.0	0.5538467704790545	0.8089322303819302	1.4373812460187565	1.6375151029851807	1.1130284740204834	-3.5272743499275174	2.1653974035060592
341000	-16791.90681389453	-16784.711685789007	-7.1951281055236525	-16784.711685789007	1.1891060705166163	1.0	0.5598905181957406	0.7530102107365514	1.4682292560499741	1.4802696031321279	1.0711894147965269	-4.81519778134557	3.5568964124499556
342000	-16790.372462589643	-16782.20849898814	-8.163963601501903	-16782.20849898814	1.371046851461478	1.0	0.5598905181957406	0.7941258453306218	1.468565440847476	1.574814790453163	1.0810778868203734	-5.651896225439049	2.325170800105767
343000	-16792.34762883148	-16786.246777469198	-6.1008513622852405	-16786.246777469198	1.2240145243510738	1.0	0.5598905181957406	0.8043524064989795	1.4225226376705793	1.3361340324999718	1.0862794021676583	-3.556114804506567	2.5703228610382043
344000	-16786.097931819226	-16780.12279724471	-5.975134574515991	-16780.12279724471	1.1592973955911898	1.0	0.5598905181957406	0.9020566612393155	1.5229525573512819	1.948613096606881	1.2297467219147153	-3.1217805582826266	2.1977548030517697
345000	-16783.32942066924	-16776.820836396044	-6.508584273196437	-16776.820836396044	1.1826739058814122	1.0	0.5598905181957406	0.8579703593918119	1.6392063698460286	1.6833819086949984	1.1277496914151333	-3.7937392669931564	2.507734521093814
346000	-16785.704429507783	-16781.383447300756	-4.3209822070273445	-16781.383447300756	1.069008957585758	1.0	0.6074676697586879	0.8177336391192891	1.4941596256402214	1.3227004472643336	1.0666150095635083	-1.6860337029541341	2.7201031958644006
347000	-16788.161060989034	-16781.777199392316	-6.3838615967163985	-16781.777199392316	1.2343591944420855	1.0	0.6074676697586879	0.8435725685290105	1.5525605394623467	1.501374739603145	1.0850297292145497	-3.6669314956466215	2.3481742049999523
348000	-16793.5543071959	-16787.65873305933	-5.895574136571813	-16787.65873305933	1.1446948790117897	1.0	0.6074676697586879	0.9060507033543671	1.7646180241806388	2.2665220959456964	1.2819257228221441	-2.9821506069970765	1.796692124052017
349000	-16789.056595584992	-16782.985667430316	-6.07092815467645	-16782.985667430316	1.232928929875578	1.0	0.6074676697586879	0.9088896023800891	1.766948348258775	2.260637332804532	1.2096721673070814	-3.148630705276349	1.7770852082477286
350000	-16785.329785575275	-16780.36280991522	-4.966975660054985	-16780.36280991522	1.1895171225736696	1.0	0.6074676697586879	0.8802853147305167	1.597280453817402	2.065012392787966	1.2427281800465861	-2.134300621245591	2.3985754005749103
351000	-16781.93886506896	-16778.246214951538	-3.6926501174235042	-16778.246214951538	1.0985565437544078	1.0	0.6074676697586879	0.8722008217897026	1.5350031570266625	2.119006754758426	1.164197361154686	-0.8853920390646715	1.9693879805279244
352000	-16784.40894334906	-16777.154414365148	-7.254528983909552	-16777.154414365148	1.2351571716385152	1.0	0.6074676697586879	0.8892524919757435	1.6511531263549817	2.4777197092146825	1.2268981382963198	-4.393707295355828	3.31311758581097
353000	-16782.675928049615	-16776.142001476514	-6.533926573100679	-16776.142001476514	1.1850379883819966	1.0	0.6074676697586879	0.9986103471219837	1.404954796252357	2.6875728346947967	1.40607397342147	-3.3333540367992796	2.19043248912044
354000	-16790.024085226552	-16779.865945996196	-10.158139230356383	-16779.865945996196	1.4163022740460756	1.0	0.6074676697586879	1.0091101177301074	1.45693659301	2.3989633632521996	1.3261170805720985	-6.925257636989704	2.251621665903749
355000	-16797.086603266012	-16789.01490487942	-8.071698386593281	-16789.01490487942	1.2852344835246774	1.0	0.6074676697586879	0.9831962872610739	1.4605350498270733	2.0807165817150284	1.2274176614682795	-4.918649284211495	2.22723120291678
356000	-16788.97228228484	-16781.993481088466	-6.978801196374244	-16781.993481088466	1.1836516135099933	1.0	0.6074676697586879	0.988789480561484	1.5749529894087688	2.167850438240542	1.1567277946990362	-3.8084946973388356	2.0502259103820135
357000	-16782.570529034045	-16775.480120015673	-7.090409018373733	-16775.480120015673	1.1228215323748585	1.0	0.6074676697586879	0.9831042028898809	1.546840352259875	2.112131086884128	1.1566563789840605	-3.9376441599199072	3.257746679133209
358000	-16785.481303925688	-16780.298597907626	-5.182706018061085	-16780.298597907626	1.1639998358497983	1.0	0.6074676697586879	0.910557681896189	1.6568592223125824	1.6644462720990485	1.0586413663433278	-2.2551965300806343	2.793370110053148
359000	-16791.403809175248	-16783.0218440069	-8.3819651683487	-16783.0218440069	1.1517013114090144	1.0	0.6074676697586879	0.9070667407064233	1.6158958413494828	1.732805881973901	1.1372300713816446	-5.4653651593912755	3.3000386611329593
360000	-16790.11325410064	-16783.119812395715	-6.99344170492522	-16783.119812395715	1.212767687484623	1.0	0.6074676697586879	0.8388860364767505	1.6409089679268374	1.37546643572709	1.0202815022048846	-4.291348143735739	1.530409632280796
361000	-16797.137227881354	-16788.51113910394	-8.626088777413356	-16788.51113910394	1.160822426377462	1.0	0.6074676697586879	0.8750286953601887	1.5696299561343843	1.626278961564567	1.1499731354015117	-5.809935643314862	4.14094770830254
362000	-16795.40692609294	-16790.89585300712	-4.51107308581892	-16790.89585300712	1.0731898882885207	1.0	0.6074676697586879	0.8088438856183461	1.522527561234391	1.272928520669829	1.0286878879433905	-1.9044347907113748	2.7309451270471192
363000	-16786.04322737335	-16784.196630499264	-1.8465968740864556	-16784.196630499264	1.092145450525731	1.0	0.6074676697586879	0.7665630570960444	1.6220253573061223	1.1162994496497114	0.933588361746395	0.6246112421243657	2.9526716898363388
364000	-16785.42506950736	-16779.893253351824	-5.531816155536956	-16779.893253351824	1.192942236606976	1.0	0.6074676697586879	0.8550145085513056	1.6941962513007442	1.4809785360845604	1.0222297697880227	-2.778722746622117	3.2746732779351624
