#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:EZH2_protein_megaalign_02" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:EZH2_protein_megaalign_02" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:EZH2_protein_megaalign_02" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:EZH2_protein_megaalign_02">
#                <taxonset id="TaxonSet.EZH2_protein_megaalign_02" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:EZH2_protein_megaalign_02" name="distribution" x="@BDBirthRate.t:EZH2_protein_megaalign_02">
#            <Uniform id="Uniform.4" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:EZH2_protein_megaalign_02" name="distribution" x="@BDDeathRate.t:EZH2_protein_megaalign_02">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:EZH2_protein_megaalign_02" name="distribution">
#            <parameter id="gammaShape.s:EZH2_protein_megaalign_02" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="ucldStdevPrior.c:EZH2_protein_megaalign_02" name="distribution">
#            <parameter id="ucldStdev.c:EZH2_protein_megaalign_02" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@EZH2_protein_megaalign_02" id="treeLikelihood.EZH2_protein_megaalign_02" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:EZH2_protein_megaalign_02">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:EZH2_protein_megaalign_02" shape="@gammaShape.s:EZH2_protein_megaalign_02" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:EZH2_protein_megaalign_02" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:EZH2_protein_megaalign_02" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:EZH2_protein_megaalign_02" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:EZH2_protein_megaalign_02" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:EZH2_protein_megaalign_02">
#                <LogNormal S="@ucldStdev.c:EZH2_protein_megaalign_02" id="LogNormalDistributionModel.c:EZH2_protein_megaalign_02" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="48" id="rateCategories.c:EZH2_protein_megaalign_02" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:EZH2_protein_megaalign_02" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	mutationRate	gammaShape	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
1349000	-16808.078871223428	-16791.091960202353	-16.98691102107326	-16791.091960202353	1.8073500819739057	1.0	0.5837012030548264	0.8002794554008394	1.2172355900808542	1.0051206145876779	0.8876739986402198	-7.5236106893131955	1.2361493682979108	0.7452150250105934
1350000	-16801.649902305202	-16783.98250197884	-17.667400326362902	-16783.98250197884	1.796133072384712	1.0	0.5837012030548264	0.8735174511760057	1.155834538909971	1.2134715591204885	1.0523479940267746	-7.9720113873707295	1.680486580418452	0.23555965285701164
1351000	-16801.004464207195	-16785.396065825917	-15.608398381277873	-16785.396065825917	1.5926193351805449	1.0	0.5837012030548264	0.7624065005108792	1.1864794253325621	0.9230266129717247	0.9411862052690787	-6.266588572945506	1.6603562548669817	0.1755592795324247
1352000	-16805.291102988496	-16789.01342290597	-16.27768008252744	-16789.01342290597	1.63286419286714	1.0	0.5837012030548264	0.7807004697980681	1.1762259584061314	0.9895650748948095	0.943963192641412	-6.877050906587784	1.9885349669750745	0.1965730581242391
1353000	-16801.68373128203	-16781.90601241414	-19.777718867890783	-16781.90601241414	2.122170999451127	1.0	0.5702669830910144	0.8271004207093238	1.1710242096598138	0.9932422865873234	0.9458659077835235	-10.24244527452979	1.6191726851773907	0.33614623465673144
1354000	-16809.17415654172	-16787.380383838725	-21.793772702996083	-16787.380383838725	2.529359094676102	1.0	0.5702669830910144	0.7581830000725753	1.0446305798037132	0.8667117955391022	0.977547499013717	-12.479013860358211	1.1772596894554912	0.5241441981019543
1355000	-16803.765225303785	-16784.517780456812	-19.247444846973476	-16784.517780456812	1.834371191183527	1.0	0.5702669830910144	0.7016434081091649	1.2120118357365786	0.7489025458165315	0.9237229676675865	-10.116414920394398	1.3518744662210145	0.016672470046594536
1356000	-16795.14015619611	-16778.740244674285	-16.399911521825768	-16778.740244674285	1.5792671698358647	1.0	0.5702669830910144	0.7343983603173162	1.20428482038932	0.8649171433170533	0.9102911456483364	-7.162106847315702	1.3027656297381691	0.3448678284758297
1357000	-16802.98265278786	-16784.454335702223	-18.528317085638555	-16784.454335702223	2.1861773170434766	1.0	0.5702669830910144	0.6413662851719867	1.1918431156223537	0.6691889661637898	0.8047879161190854	-9.596477232875358	1.206942110885774	0.28804372512018195
1358000	-16798.889350301833	-16782.823684109168	-16.065666192666857	-16782.823684109168	1.755661895884217	1.0	0.5702669830910144	0.7303154414396196	1.206851895080589	0.9006267467030932	0.9621229582133974	-6.841119341155808	2.3086272510545003	0.08502480125475094
1359000	-16798.958766136406	-16783.11453573165	-15.844230404755432	-16783.11453573165	1.4528936915510078	1.0	0.5702669830910144	0.7293934520531131	1.196553254844083	0.8323474827096781	0.9133554832898516	-6.622679370874385	2.1991386230134853	0.2154708639417545
1360000	-16798.899259102353	-16782.114739061613	-16.784520040738805	-16782.114739061613	1.8732522414897508	1.0	0.5702669830910144	0.7638884318446979	1.2450522351559776	1.0734834278319723	0.9312965577524454	-7.451369999035693	1.8582046028641521	0.3799953810235957
1361000	-16805.81746290533	-16789.5980306357	-16.219432269625887	-16789.5980306357	2.0135212408791694	1.0	0.5702669830910144	0.7057573884207526	1.2172420903005723	1.04295552808737	0.912214516829901	-7.074938338324509	1.8872510621169425	0.37924694213309046
1362000	-16804.31670386832	-16789.128882926714	-15.187820941606287	-16789.128882926714	2.1891668222660083	1.0	0.5702669830910144	0.6359208634381321	1.15095226111938	0.8014643201916477	0.844816544528829	-6.27416549628304	1.3283764025815514	0.5391624982831331
1363000	-16807.305169115516	-16790.093513515527	-17.211655599988653	-16790.093513515527	2.563042823894483	1.0	0.5702669830910144	0.6024055769929557	1.1538622373667127	0.7612875494342812	0.8222969350292824	-8.41068700615422	0.7512337938786059	0.8455529795376702
1364000	-16807.67873266866	-16788.341540284397	-19.337192384263222	-16788.341540284397	2.7913123762599836	1.0	0.5702669830910144	0.7020695120770646	1.1603524141636359	1.0887505553760253	0.9758961429928741	-10.204767196808287	0.41417054630460864	0.7895457790374155
1365000	-16805.99163036181	-16787.715513127863	-18.27611723394482	-16787.715513127863	2.7122641636787783	1.0	0.5773672128883143	0.7714681631011666	1.1053155209248056	1.1220488760904468	1.038624982560806	-8.911473706297418	1.1570499266084768	0.6152828013302284
1366000	-16805.10085351512	-16789.407140886316	-15.693712628801611	-16789.407140886316	3.4467952377902114	1.0	0.5773672128883143	0.7064522321660408	0.9871904101910132	0.7704240998539346	0.9139054070351491	-6.53984597121743	0.5769912413145107	0.8352284147249771
1367000	-16807.802193015348	-16789.932826347293	-17.869366668055854	-16789.932826347293	2.962353952844634	1.0	0.5580856795352944	0.6589321121207407	1.0720937033259503	0.5197587400354582	0.756458968964113	-8.891272325973212	0.6751825456423756	0.776818120040034
1368000	-16806.562540586932	-16792.460194146002	-14.1023464409298	-16792.460194146002	2.386682229580829	1.0	0.5580856795352944	0.6623544976751619	1.2158308736306918	0.5731055352494585	0.7914810796983567	-5.112905574612007	0.8128857848980121	0.776818120040034
1369000	-16799.547524427653	-16783.434867183805	-16.1126572438476	-16783.434867183805	2.8907759193852973	1.0	0.5580856795352944	0.6894390635600728	1.1130265541825106	0.6861390672035802	0.874346098748561	-7.033844168350258	0.6448631726686861	0.776818120040034
1370000	-16806.88846052717	-16789.393747852886	-17.494712674283136	-16789.393747852886	3.3048610158925333	1.0	0.5580856795352944	0.7497697217242141	1.076098226290148	0.8788911701379203	0.9429148420374992	-8.219302638035705	0.8410704419932529	0.7535156688950383
1371000	-16800.854466040193	-16782.240703196236	-18.613762843958757	-16782.240703196236	2.8333928254546654	1.0	0.5580856795352944	0.6373602079353259	1.112160605341808	0.5949470161563112	0.7778471470659983	-9.707478905331012	1.877356445087852	0.28518145732538996
1372000	-16793.450514350123	-16778.67708115689	-14.77343319323351	-16778.67708115689	2.13690080500816	1.0	0.5580856795352944	0.6805016349368012	1.2196430084707064	0.7475915963019613	0.8682622293898352	-5.7240299951429945	1.6631145522573456	0.3214950913203994
1373000	-16795.757820139454	-16779.546038303102	-16.2117818363522	-16779.546038303102	2.2955096420454617	1.0	0.5580856795352944	0.6495391788566902	1.2239694995555175	0.546331833937529	0.8044188854563498	-7.264892890440592	1.0659050618406654	0.5631455742730862
1374000	-16795.018090175046	-16778.048823344234	-16.969266830812952	-16778.048823344234	2.198021916523962	1.0	0.5580856795352944	0.713950364737215	1.2485966633065353	0.6656121642501518	0.8628791467194933	-7.810187111186353	1.3670101066172895	0.5322709176723408
1375000	-16798.554972837166	-16780.90231081428	-17.652662022887924	-16780.90231081428	1.8554470961046243	1.0	0.5657744537043362	0.6657378181247449	1.25847846883825	0.6631975377437289	0.8804474316560411	-8.644327456696814	0.5918056927416437	0.6588754801006689
1376000	-16790.859734781672	-16774.422042204944	-16.437692576726768	-16774.422042204944	2.2072144088337264	1.0	0.5657744537043362	0.7165421158652769	1.2567763346879888	0.7530680603483032	0.933633648730209	-7.262469320038024	1.1892690458497044	0.5090790134114205
1377000	-16797.97255616434	-16782.971425976077	-15.001130188261317	-16782.971425976077	1.819940902762805	1.0	0.5657744537043362	0.7409223502804934	1.2693674205286234	0.7949143567065302	0.895289997619378	-5.74666318324715	2.2364276910220684	0.06750785062602781
1378000	-16798.790327103954	-16782.358167945364	-16.432159158588888	-16782.358167945364	2.2403871455817987	1.0	0.5657744537043362	0.6780796600018283	1.2076320887213767	0.7375956036014542	0.8667318326744977	-7.383050628664219	1.5373651008624378	0.6687600765407056
1379000	-16810.055264396975	-16793.459290345778	-16.595974051197576	-16793.459290345778	2.316003101698884	1.0	0.5657744537043362	0.5938795669425527	1.1698889295401054	0.5248803530971673	0.7595068775245304	-7.8283859478758195	1.0706349149593093	0.6687600765407056
1380000	-16799.002540826797	-16784.422784360067	-14.579756466731732	-16784.422784360067	2.028094856998379	1.0	0.5657744537043362	0.623741861347372	1.2080137536006246	0.6403449049621658	0.7605637378252204	-5.711387101425286	1.2951021443391963	0.5065971550170966
1381000	-16799.6893943494	-16785.4580628093	-14.231331540099312	-16785.4580628093	1.9336378904751856	1.0	0.5657744537043362	0.6425787477649468	1.2328292803394436	0.6587181928421199	0.7834976806704846	-5.299939864194558	1.7009042963817953	0.25200094222612884
1382000	-16800.459694826102	-16784.04798753235	-16.411707293750847	-16784.04798753235	2.34188174994311	1.0	0.5657744537043362	0.6401574106571263	1.2620831557131769	0.6529618573507447	0.8422218931027962	-7.4883939923807095	1.1659012177291588	0.5144519586699043
1383000	-16806.460252736684	-16790.366593889583	-16.093658847101032	-16790.366593889583	2.0570497745775076	1.0	0.5657744537043362	0.6217143874297384	1.194456370131918	0.5848983298940692	0.7733623445084223	-7.2320973633648045	1.3914394361006712	0.32715720169200185
1384000	-16803.102202629118	-16786.13733440117	-16.964868227948394	-16786.13733440117	2.0831963890362273	1.0	0.5657744537043362	0.590723787764212	1.2036084281823456	0.5453333852571449	0.755914973252832	-8.20799650361921	1.2383727260042003	0.37438410221927904
1385000	-16804.714921684365	-16788.847657406346	-15.867264278017945	-16788.847657406346	1.7942042019240576	1.0	0.5657744537043362	0.6151518271902502	1.2229106457524916	0.630034031651467	0.8286804943859601	-7.02777239289103	1.9424941842895258	0.23202174228499564
1386000	-16805.923536264574	-16786.52095944209	-19.402576822484953	-16786.52095944209	2.365381895894074	1.0	0.5657744537043362	0.7112495773289568	1.2821947726910772	0.954620044444921	0.9048898608401591	-10.244625243841423	1.5745394521288847	0.4278719563624106
1387000	-16802.609448501244	-16785.253795115008	-17.355653386235463	-16785.253795115008	2.1010361729610785	1.0	0.5657744537043362	0.6613286448152824	1.179927533328202	0.6516420433753556	0.8630495355627065	-8.361923546675252	1.9123276153618955	0.562423926401254
1388000	-16800.867246674097	-16784.443967756102	-16.423278917996285	-16784.443967756102	2.214341978909654	1.0	0.5657744537043362	0.6417058076306844	1.2151259939561903	0.5964701344637414	0.8043215514321655	-7.494798900465456	1.3459655798268217	0.6471258807448288
1389000	-16797.593931276173	-16781.308631794902	-16.28529948127153	-16781.308631794902	2.8097579383815527	1.0	0.5657744537043362	0.6562990805033444	1.1092865710760909	0.8390075847755339	0.9549216289329397	-7.308254323998106	1.0330904070837474	0.7096495383725338
1390000	-16811.995787047654	-16794.065912267823	-17.929874779830833	-16794.065912267823	2.6413128973185898	1.0	0.5657744537043362	0.6041758225576226	1.079261482789742	0.6349063483767136	0.8775420688839495	-9.127412391179487	1.1729531597091107	0.5524757825569901
1391000	-16802.127330431173	-16783.496970801833	-18.630359629341225	-16783.496970801833	2.596753900196303	1.0	0.5657744537043362	0.6292747754148883	1.0722048132615152	0.6967274541777269	0.9436231962855454	-9.743436423319867	1.322412223495296	0.30770451706698554
1392000	-16804.46692522611	-16783.945396390507	-20.52152883560126	-16783.945396390507	3.1600754169059897	1.0	0.5604494715894839	0.6253347733711766	0.9847981635652453	0.6618927393531543	0.887445629472051	-11.653139162982065	1.088137642728213	0.35018743285482484
1393000	-16805.05266155021	-16788.237778638777	-16.81488291143298	-16788.237778638777	2.6405101105715802	1.0	0.5604494715894839	0.6706016064968426	1.0326103587337185	0.669167548381923	0.9217902917076783	-7.7957861719526	0.7085586470902591	0.7334951058313972
1394000	-16808.06791083391	-16790.155659071293	-17.912251762614876	-16790.155659071293	2.4855628458296124	1.0	0.5604494715894839	0.650052205949205	1.0327123242513179	0.6094543303100861	0.8254456948441375	-8.961292174817121	1.2619406802355881	0.49314737525410735
1395000	-16807.50016443003	-16790.823076430588	-16.677087999440925	-16790.823076430588	2.8921388142872213	1.0	0.5604494715894839	0.6781920558692008	1.051695423254206	0.6595090239205974	0.8816648373983583	-7.632933836765071	1.0200357860906508	0.740149286715798
1396000	-16813.526417112113	-16795.131050722743	-18.395366389371482	-16795.131050722743	2.3820039063338156	1.0	0.5604494715894839	0.6495496176291525	0.997293454550966	0.5731624037749622	0.801411213805974	-9.446078918571747	1.0876606675958758	0.6114975291870454
1397000	-16805.684271043407	-16786.823464257555	-18.860806785851402	-16786.823464257555	2.2186212734091777	1.0	0.5604494715894839	0.7160039399258703	1.0226263640574875	0.7869805917883149	0.9293159207685895	-9.692663641973281	1.6922518398160324	0.4671254532007101
1398000	-16806.74410204258	-16786.780429357186	-19.963672685394947	-16786.780429357186	2.0896299945818213	1.0	0.5604494715894839	0.6675623933193376	0.9459208609485644	0.6538580024287172	0.9126347343750649	-10.954625392058201	0.9948672517075495	0.3879854293141762
1399000	-16807.609221151994	-16789.385450771206	-18.223770380789517	-16789.385450771206	1.9869001678296907	1.0	0.5604494715894839	0.69523829168253	0.9980180932744998	0.7203005648783654	0.9722450773221647	-9.1235518470828	1.2841796864602322	0.41948613123038897
1400000	-16807.894963995106	-16789.582663653528	-18.312300341577146	-16789.582663653528	2.0064205405925444	1.0	0.5604494715894839	0.6881882963574655	0.9350553727170638	0.6834510746137088	0.9191571474969016	-9.235234598543599	1.029091985233931	0.6850334235243565
1401000	-16804.47521639915	-16783.211325457392	-21.26389094175835	-16783.211325457392	2.5069607779263525	1.0	0.5604494715894839	0.7604034312281194	0.9585313258349543	0.7967622291705688	0.9981193871248761	-11.951789074711062	0.7187719480638877	0.7362340792277176
1402000	-16802.68486895253	-16783.28838365757	-19.396485294956747	-16783.28838365757	1.8892178890985376	1.0	0.5604494715894839	0.8324437735844716	1.059308952827323	1.3217650526001252	1.1335118077573074	-9.854072939932124	1.976020914018054	0.22169739916304637
1403000	-16803.898336974613	-16786.6081349908	-17.29020198381292	-16786.6081349908	1.9712893906773992	1.0	0.5604494715894839	0.7406649459354854	1.0997105903680435	0.9825824811809047	0.9888215531040415	-8.04189394639181	0.679323169700553	0.8071527192370879
1404000	-16800.527937614854	-16781.063959094197	-19.463978520655598	-16781.063959094197	2.0242715629775603	1.0	0.5604494715894839	0.6873808634255165	1.0666168281733395	0.7993255597080738	0.9554569583804114	-10.389567522013403	0.7302513194303486	0.6056846790503341
1405000	-16799.369317742076	-16781.239041275974	-18.130276466102995	-16781.239041275974	1.8808705208666736	1.0	0.5604494715894839	0.6779563098280091	1.0925150127747918	0.7049611477439002	0.8640372478193491	-9.086899668519768	1.654299899101361	0.33464761550001093
1406000	-16817.95014883734	-16797.64784422787	-20.302304609466493	-16797.64784422787	2.024581723257088	1.0	0.5604494715894839	0.6521814464127049	1.108613275185131	0.6092976235869968	0.799217139389586	-11.344264062349998	1.4813923829414648	0.09524865322358438
1407000	-16808.446907475594	-16791.351766330685	-17.09514114490906	-16791.351766330685	2.197143008012215	1.0	0.5337479253604868	0.6680119199196258	1.041132730214141	0.6184631089902738	0.8151054650957377	-8.111308396275575	1.231501556365746	0.6534138121146297
1408000	-16800.564941558277	-16781.937603263537	-18.62733829473916	-16781.937603263537	2.3035597856604046	1.0	0.5701510371934598	0.6610517553211365	1.0308839692502565	0.5314200667598176	0.7876663916265729	-9.630149706808421	1.3952704217497602	0.7110589670657611
1409000	-16805.05893101686	-16785.752662523686	-19.306268493176805	-16785.752662523686	2.2427255110908417	1.0	0.5701510371934598	0.700141116596913	0.9848167573062506	0.5099026051334073	0.8113463468757113	-10.180275063666711	1.1004840576611274	0.805564468351774
1410000	-16805.99188827083	-16786.087544644586	-19.90434362624205	-16786.087544644586	2.5114938825347632	1.0	0.5701510371934598	0.6652620429535573	0.9995107246567533	0.5826308996328396	0.8113777809947103	-10.893207433819333	0.537142028935602	0.9348268893075489
1411000	-16809.521067893616	-16791.548978828596	-17.97208906502219	-16791.548978828596	2.2074428602825056	1.0	0.5701510371934598	0.6528768165774268	1.0536196631351065	0.6368400032274935	0.8281168645256078	-9.00203550783527	1.2665202871519736	0.7170448365244636
1412000	-16807.164524161875	-16785.301795155334	-21.862729006539713	-16785.301795155334	2.39612161572987	1.0	0.5701510371934598	0.6753725440399128	0.9733095054332941	0.5947092026129869	0.8963362255742781	-12.818174186149566	1.8549826491144672	0.19322290488692292
1413000	-16806.900398636113	-16787.372082516606	-19.528316119506115	-16787.372082516606	2.4550880209620187	1.0	0.5701510371934598	0.7357695886830433	0.950221767976321	0.7036317322205379	0.9304337335488002	-10.286178015796798	1.266440939455022	0.4059540125960333
1414000	-16805.75723815904	-16786.786770702176	-18.970467456864316	-16786.786770702176	2.543910517140752	1.0	0.5634982071181462	0.7192319945254793	1.0125521360886836	0.6513859743859032	0.8884124031996424	-9.78875194325063	0.8919357168760986	0.6784275073526832
1415000	-16810.062188915414	-16787.262660366687	-22.79952854872504	-16787.262660366687	2.8711827337551328	1.0	0.5634982071181462	0.6411926004469699	0.941724785104344	0.5078496720578046	0.7869203805347368	-13.875036958213038	1.62602476182524	0.12846867190922528
1416000	-16808.222918352963	-16785.40610555149	-22.816812801472125	-16785.40610555149	3.5409712832217553	1.0	0.5634982071181462	0.6481180848531187	0.9512228585575576	0.5267355275421767	0.751589880973891	-13.869240832902374	1.3963269070945612	0.25934039457489877
1417000	-16818.54902096511	-16799.464392175123	-19.084628789987338	-16799.464392175123	3.285875350234964	1.0	0.5359699915281441	0.6555431620764093	1.0571158286825204	0.5685814046260488	0.7741893692958185	-10.139898046631615	0.6944673898012367	0.6803609242010207
1418000	-16797.632480647477	-16782.650038603988	-14.982442043487168	-16782.650038603988	2.880980087395441	1.0	0.5359699915281441	0.630632230933643	1.0578697140968119	0.5760970705923	0.7277858555643525	-6.120776727192559	0.5036778503082542	0.8792035368717996
1419000	-16812.55094443781	-16793.700249328333	-18.85069510947848	-16793.700249328333	3.1649211521655602	1.0	0.5359699915281441	0.6401264773046335	1.1244187027134243	0.7488575400148014	0.7170439884873427	-9.957289516597072	0.7501916751630513	0.660137603418898
1420000	-16804.235436203177	-16786.01056800427	-18.22486819890662	-16786.01056800427	2.9457623278791893	1.0	0.5359699915281441	0.7006341506950247	1.0790222279678172	0.7437728263635515	0.8509041855745072	-9.131440715813763	0.8902460713772937	0.603275777508941
1421000	-16803.44436694307	-16787.854204844338	-15.590162098730206	-16787.854204844338	2.534362838681927	1.0	0.5359699915281441	0.7409462919920833	1.1957150142253756	0.8901304458315222	0.9155241076033482	-6.365421987999687	0.6727664412241653	0.866246008068869
1422000	-16805.74888185733	-16788.301506877462	-17.447374979866957	-16788.301506877462	2.551132068956326	1.0	0.5359699915281441	0.6291902023471058	1.1853546068174627	0.5540211510029138	0.7411872448236838	-8.590539570308033	0.33426210015417124	0.9255437612474025
1423000	-16807.00607792908	-16790.696937137353	-16.30914079172762	-16790.696937137353	2.8812053986312502	1.0	0.5359699915281441	0.6909038492523107	1.1115217196629827	0.7024053134806134	0.8109168632421957	-7.247630752147179	0.4930866459991601	0.9255437612474025
1424000	-16810.628444311867	-16794.018799578516	-16.609644733349523	-16794.018799578516	2.817719701398569	1.0	0.5359699915281441	0.7041284421512221	1.0377635476929992	0.7657376348732595	0.821402195411503	-7.504777036850936	1.4268200651546015	0.30966663076974305
1425000	-16799.213030568026	-16783.550641170117	-15.662389397909969	-16783.550641170117	2.549820665361173	1.0	0.59480837909081	0.6955574918305221	1.256344668128122	0.8069732872895432	0.8222119299629388	-6.526764803528963	1.1330613946086456	0.6210031040315845
1426000	-16802.487149005457	-16788.175443361797	-14.311705643659272	-16788.175443361797	2.726752272849261	1.0	0.59480837909081	0.6994953507936786	1.1965802611336325	0.8539428992740968	0.84624352049474	-5.163170641039963	0.68621388748735	0.7769830315064843
1427000	-16802.836781245955	-16789.723581623075	-13.113199622878465	-16789.723581623075	2.1545473513155415	1.0	0.5771770568405281	0.7721601725050964	1.2712461399691746	0.9924560946462561	0.9425365382784477	-3.7465214388291095	0.933159636690276	0.6946381912127386
1428000	-16802.816992342003	-16786.08401565088	-16.73297669112444	-16786.08401565088	2.616733219020014	1.0	0.5771770568405281	0.7522583947262724	1.1975960843608389	1.0192561912252995	0.98929846318588	-7.43043306887792	1.7189450729616498	0.4071587334342617
1429000	-16799.31243658203	-16781.590312760436	-17.72212382159503	-16781.590312760436	2.5865612166566136	1.0	0.5771770568405281	0.7636027522486899	1.2065222714854948	1.0873457647412808	0.9501726944810336	-8.382983967270066	1.998220224983326	0.12368867683245306
1430000	-16795.747417809285	-16781.490697283036	-14.256720526249584	-16781.490697283036	1.8218351973181937	1.0	0.5771770568405281	0.8404679086348974	1.3659752984093636	1.4481073878649804	1.0356664869621444	-4.672152837683088	1.9059375834440995	0.4071492514941642
1431000	-16798.801851508946	-16784.775644619276	-14.02620688966991	-16784.775644619276	1.752617466141019	1.0	0.5771770568405281	0.7960963622895404	1.3507514462251697	1.1460589890749149	0.9173110708576865	-4.5827969179814065	2.508053152999467	0.2832040395881975
1432000	-16799.287428164833	-16787.540210325373	-11.74721783945967	-16787.540210325373	1.8789653153537071	1.0	0.5771770568405281	0.7591240159238263	1.4277008951661092	1.3710596159983157	0.9430837354976613	-2.422513816421692	1.4526514844855192	0.4888614306436214
1433000	-16796.60496588986	-16784.828843251107	-11.776122638750568	-16784.828843251107	1.6043148845912143	1.0	0.5883507342073312	0.852417005271914	1.5472576397667617	1.713496932393209	1.0925622610354333	-2.142593221210942	1.7398230497539549	0.4503248529795018
1434000	-16797.013165309814	-16784.16412325534	-12.849042054471754	-16784.16412325534	1.6448207739227028	1.0	0.5883507342073312	0.8113679005120068	1.5479902515600907	1.5380188623495155	1.0154670221302804	-3.345721865738343	1.1827893626870882	0.7622435596407073
1435000	-16793.005461199198	-16782.333584725366	-10.671876473831048	-16782.333584725366	1.480567988251773	1.0	0.5617530228141806	0.7335684407024292	1.4901542720722167	1.158425934065281	0.9638557558622028	-1.4452794701285518	1.4166354437533721	0.6602891043172454
1436000	-16791.120719725957	-16778.469012121277	-12.65170760468127	-16778.469012121277	1.749208123134089	1.0	0.5617530228141806	0.7868013535509438	1.5240073288832634	1.370941792967341	1.0529269900882456	-3.2534676575509893	1.5380762835914294	0.6602891043172454
1437000	-16802.728749932787	-16791.02236126787	-11.706388664915062	-16791.02236126787	1.4780923486860413	1.0	0.5617530228141806	0.7948910260540404	1.5830810209756856	1.4178655913911082	1.015084140527964	-2.282256484569878	1.4757690788625089	0.790138401103689
1438000	-16792.81645702797	-16780.252151509878	-12.564305518092667	-16780.252151509878	1.7718784100516407	1.0	0.5617530228141806	0.8026366122831289	1.5180016494255255	1.4687762778617697	1.0620251052862626	-3.1154271061625494	1.0157907537553432	0.7256919822329085
1439000	-16801.37846593826	-16788.334701151554	-13.043764786708845	-16788.334701151554	1.7092299767689805	1.0	0.5617530228141806	0.7893299283747213	1.5056117726418023	1.4079400418157777	1.0387453189557088	-3.6374265671498396	1.855348232842788	0.5580161526906271
1440000	-16794.885293569238	-16782.77944879945	-12.105844769788332	-16782.77944879945	1.5643677011846364	1.0	0.5617530228141806	0.7833023836908909	1.536694229841116	1.3960950000641512	1.0632167924224265	-2.718818830543687	1.1148493532957435	0.645653246002793
1441000	-16794.42235456236	-16782.409061255457	-12.013293306905219	-16782.409061255457	1.5389942686122882	1.0	0.5617530228141806	0.8003152642629888	1.5619700409916077	1.413332421729705	0.9985659236119234	-2.5718267900201206	2.064371257381424	0.4806371943688635
1442000	-16797.68153584357	-16787.45974685319	-10.221788990382265	-16787.45974685319	1.4320118161440099	1.0	0.5617530228141806	0.7767903809073047	1.5642245545425084	1.3452245525070325	1.0471684108191053	-0.8556581877666618	2.178769202286033	0.26346305253619967
1443000	-16788.876343054642	-16779.180192569973	-9.696150484669698	-16779.180192569973	1.3376502044227208	1.0	0.5617530228141806	0.767600662860935	1.6001133032073496	1.2493184613194492	0.948528578190215	-0.3595620120686007	0.8244020608354053	0.8152191503500319
1444000	-16795.260496888208	-16783.47296465402	-11.787532234187587	-16783.47296465402	1.4746265158039813	1.0	0.5617530228141806	0.899714861481606	1.6305141695889587	1.8744092937627033	1.0394067261648645	-2.031889188940638	0.6593529313636568	0.8851164340085379
1445000	-16789.64588551534	-16780.2556712042	-9.390214311142518	-16780.2556712042	1.309794969100251	1.0	0.5617530228141806	0.8490966929635266	1.564489240747697	1.6338010959142293	1.025177152433557	0.20622636224594426	0.7316217707698741	0.8851164340085379
